(72.85682678222656,85.94581604003906),(72.90375518798828,100.71574401855469)
(73.85682678222656,85.94264221191406),(73.90375518798828,100.71257019042969)
(74.8568115234375,85.93946838378906),(74.90373992919922,100.70939636230469)
(75.8568115234375,85.93628692626953),(75.90373992919922,100.70621490478516)
(76.8568115234375,85.93311309814453),(76.90373992919922,100.70304107666016)
(77.85679626464844,85.929931640625),(77.90372467041016,100.69985961914062)
(78.85679626464844,85.9267578125),(78.90372467041016,100.69668579101562)
(79.85679626464844,85.923583984375),(79.90372467041016,100.69351196289062)
(80.85678100585938,85.92040252685547),(80.9037094116211,100.6903305053711)
(81.85678100585938,85.91722869873047),(81.9037094116211,100.6871566772461)
(82.85678100585938,85.91404724121094),(82.9037094116211,100.68397521972656)
(83.85676574707031,85.91087341308594),(83.90369415283203,100.68080139160156)
(84.85676574707031,85.90769958496094),(84.90369415283203,100.67762756347656)
(85.85676574707031,85.9045181274414),(85.90369415283203,100.67444610595703)
(86.85675048828125,85.9013442993164),(86.90367889404297,100.67127227783203)
(87.85675048828125,85.89816284179688),(87.90367889404297,100.6680908203125)
(88.85675048828125,85.89498901367188),(88.90367889404297,100.6649169921875)
(89.85673522949219,85.89180755615234),(89.9036636352539,100.66173553466797)
(90.85673522949219,85.88863372802734),(90.9036636352539,100.65856170654297)
(91.85673522949219,85.88545989990234),(91.9036636352539,100.65538787841797)
(92.85671997070312,85.88227844238281),(92.90364837646484,100.65220642089844)
(93.85671997070312,85.87910461425781),(93.90364837646484,100.64903259277344)
(94.8567123413086,85.87592315673828),(94.90364074707031,100.6458511352539)
(95.8567123413086,85.87274932861328),(95.90364074707031,100.6426773071289)
(96.85670471191406,85.86957550048828),(96.90363311767578,100.6395034790039)
(97.85669708251953,85.86639404296875),(97.90362548828125,100.63632202148438)
(98.85669708251953,85.86322021484375),(98.90362548828125,100.63314819335938)
(99.856689453125,85.86003875732422),(99.90361785888672,100.62996673583984)
(100.85668182373047,85.85686492919922),(100.90361022949219,100.62679290771484)
(101.85668182373047,85.85369110107422),(101.90361022949219,100.62361907958984)
(102.85667419433594,85.85050964355469),(102.90360260009766,100.62043762207031)
(103.8566665649414,85.84733581542969),(103.90359497070312,100.61726379394531)
(104.8566665649414,85.84415435791016),(104.90359497070312,100.61408233642578)
(105.85665893554688,85.84098052978516),(105.9035873413086,100.61090850830078)
(106.85665130615234,85.83780670166016),(106.90357971191406,100.60773468017578)
(107.85665130615234,85.83462524414062),(107.90357971191406,100.60455322265625)
(108.85664367675781,85.83145141601562),(108.90357208251953,100.60137939453125)
(109.85664367675781,85.8282699584961),(109.90357208251953,100.59819793701172)
(110.85663604736328,85.8250961303711),(110.903564453125,100.59502410888672)
(111.85662841796875,85.82191467285156),(111.90355682373047,100.59184265136719)
(112.85662841796875,85.81874084472656),(112.90355682373047,100.58866882324219)
(113.85662078857422,85.81556701660156),(113.90354919433594,100.58549499511719)
(114.85661315917969,85.81238555908203),(114.9035415649414,100.58231353759766)
(115.85661315917969,85.80921173095703),(115.9035415649414,100.57913970947266)
(116.85660552978516,85.8060302734375),(116.90353393554688,100.57595825195312)
(117.85659790039062,85.8028564453125),(117.90352630615234,100.57278442382812)
(118.85659790039062,85.7996826171875),(118.90352630615234,100.56961059570312)
(119.8565902709961,85.79650115966797),(119.90351867675781,100.5664291381836)
(120.85658264160156,85.79332733154297),(120.90351104736328,100.5632553100586)
(121.85658264160156,85.79014587402344),(121.90351104736328,100.56007385253906)
(122.85657501220703,85.78697204589844),(122.90350341796875,100.55690002441406)
(123.8565673828125,85.78379821777344),(123.90349578857422,100.55372619628906)
(124.8565673828125,85.7806167602539),(124.90349578857422,100.55054473876953)
(125.85655975341797,85.7774429321289),(125.90348815917969,100.54737091064453)
(126.85655212402344,85.77426147460938),(126.90348052978516,100.544189453125)
(127.85655212402344,85.77108764648438),(127.90348052978516,100.541015625)
(128.85653686523438,85.76791381835938),(128.90345764160156,100.537841796875)
(129.85653686523438,85.76473236083984),(129.90345764160156,100.53466033935547)
(130.85653686523438,85.76155853271484),(130.90345764160156,100.53148651123047)
(131.85653686523438,85.75837707519531),(131.90345764160156,100.52830505371094)
(132.8565216064453,85.75520324707031),(132.9034423828125,100.52513122558594)
(133.8565216064453,85.75202178955078),(133.9034423828125,100.5219497680664)
(134.85650634765625,85.74884796142578),(134.90342712402344,100.5187759399414)
(135.85650634765625,85.74567413330078),(135.90342712402344,100.5156021118164)
(136.85650634765625,85.74249267578125),(136.90342712402344,100.51242065429688)
(137.85650634765625,85.73931884765625),(137.90342712402344,100.50924682617188)
(138.8564910888672,85.73613739013672),(138.90341186523438,100.50606536865234)
(139.8564910888672,85.73296356201172),(139.90341186523438,100.50289154052734)
(140.85647583007812,85.72978973388672),(140.9033966064453,100.49971771240234)
(141.85647583007812,85.72660827636719),(141.9033966064453,100.49653625488281)
(142.85647583007812,85.72343444824219),(142.9033966064453,100.49336242675781)
(143.85647583007812,85.72025299072266),(143.9033966064453,100.49018096923828)
(144.85646057128906,85.71707916259766),(144.90338134765625,100.48700714111328)
(145.85646057128906,85.71390533447266),(145.90338134765625,100.48383331298828)
(146.8564453125,85.71072387695312),(146.9033660888672,100.48065185546875)
(147.8564453125,85.70755004882812),(147.9033660888672,100.47747802734375)
(148.8564453125,85.7043685913086),(148.9033660888672,100.47429656982422)
(149.8564453125,85.7011947631836),(149.9033660888672,100.47112274169922)
(150.85643005371094,85.69801330566406),(150.90335083007812,100.46794128417969)
(151.85643005371094,85.69483947753906),(151.90335083007812,100.46476745605469)
(152.85641479492188,85.69166564941406),(152.90333557128906,100.46159362792969)
(153.85641479492188,85.68848419189453),(153.90333557128906,100.45841217041016)
(154.85641479492188,85.68531036376953),(154.90333557128906,100.45523834228516)
(155.85641479492188,85.68212890625),(155.90333557128906,100.45205688476562)
(156.8563995361328,85.678955078125),(156.9033203125,100.44888305664062)
(157.8563995361328,85.67578125),(157.9033203125,100.44570922851562)
(158.85638427734375,85.67259979248047),(158.90330505371094,100.4425277709961)
(159.85638427734375,85.66942596435547),(159.90330505371094,100.4393539428711)
(160.85638427734375,85.66624450683594),(160.90330505371094,100.43617248535156)
(161.85638427734375,85.66307067871094),(161.90330505371094,100.43299865722656)
(162.8563690185547,85.65989685058594),(162.90328979492188,100.42982482910156)
(163.8563690185547,85.6567153930664),(163.90328979492188,100.42664337158203)
(164.85635375976562,85.6535415649414),(164.9032745361328,100.42346954345703)
(165.85635375976562,85.65036010742188),(165.9032745361328,100.4202880859375)
(166.85635375976562,85.64718627929688),(166.9032745361328,100.4171142578125)
(167.85635375976562,85.64401245117188),(167.9032745361328,100.4139404296875)
(168.85633850097656,85.64083099365234),(168.90325927734375,100.41075897216797)
(169.85633850097656,85.63765716552734),(169.90325927734375,100.40758514404297)
(170.85633850097656,85.63447570800781),(170.90325927734375,100.40440368652344)
(171.8563232421875,85.63130187988281),(171.9032440185547,100.40122985839844)
(172.8563232421875,85.62812042236328),(172.9032440185547,100.3980484008789)
(173.6339111328125,85.61988067626953),(174.040283203125,100.38429260253906)
(174.31390380859375,85.58926391601562),(175.2359619140625,100.33045959472656)
(174.99241638183594,85.53491973876953),(176.42901611328125,100.2348861694336)
(175.66864013671875,85.45687103271484),(177.61802673339844,100.09766387939453)
(176.3416748046875,85.35526275634766),(178.80148315429688,99.91899108886719)
(177.0107879638672,85.23018646240234),(179.97799682617188,99.69906616210938)
(177.67510986328125,85.08180236816406),(181.1461181640625,99.43816375732422)
(178.3338623046875,84.9103012084961),(182.3043975830078,99.13660430908203)
(178.98619079589844,84.71589660644531),(183.45143127441406,98.79476165771484)
(179.63133239746094,84.49879455566406),(184.58580017089844,98.41303253173828)
(180.2684783935547,84.25929260253906),(185.70614624023438,97.99190521240234)
(180.8968963623047,83.99767303466797),(186.8111114501953,97.53189086914062)
(181.51576232910156,83.7142562866211),(187.89930725097656,97.03353881835938)
(182.12435913085938,83.40937805175781),(188.96942138671875,96.49746704101562)
(182.72193908691406,83.08342742919922),(190.02017211914062,95.92432403564453)
(183.30775451660156,82.7367935180664),(191.05023193359375,95.31482696533203)
(183.881103515625,82.3698959350586),(192.05838012695312,94.66969299316406)
(184.4412841796875,81.98320007324219),(193.04336547851562,93.98973846435547)
(184.98760986328125,81.5771484375),(194.0039825439453,93.27577209472656)
(185.51939392089844,81.15226745605469),(194.93905639648438,92.52867889404297)
(186.03602600097656,80.70905303955078),(195.8474884033203,91.74935913085938)
(186.53684997558594,80.24806213378906),(196.72808837890625,90.93877410888672)
(187.02127075195312,79.76984405517578),(197.57986450195312,90.09791564941406)
(187.48866271972656,79.2750015258789),(198.40171813964844,89.2278060913086)
(187.93850708007812,78.76412200927734),(199.1926727294922,88.32950592041016)
(188.3701934814453,78.23783111572266),(199.9517364501953,87.40411376953125)
(188.78323364257812,77.69679260253906),(200.67800903320312,86.45277404785156)
(189.1771240234375,77.14163970947266),(201.37060546875,85.47662353515625)
(189.55137634277344,76.57306671142578),(202.02867126464844,84.47687530517578)
(189.905517578125,75.99176025390625),(202.6513671875,83.45474243164062)
(190.2391357421875,75.3984375),(203.2379913330078,82.4114761352539)
(190.5518341064453,74.79381561279297),(203.78781127929688,81.34834289550781)
(190.8431854248047,74.17863464355469),(204.30010986328125,80.26664733886719)
(191.11288452148438,73.55365753173828),(204.7743377685547,79.16770935058594)
(191.36058044433594,72.91962432861328),(205.20986938476562,78.05287170410156)
(191.58595275878906,72.27733612060547),(205.6061553955078,76.92350006103516)
(191.7887420654297,71.62755584716797),(205.96273803710938,75.78096771240234)
(191.96873474121094,70.97108459472656),(206.27920532226562,74.62667083740234)
(192.12564086914062,70.30873107910156),(206.55511474609375,73.4620132446289)
(192.2593231201172,69.64129638671875),(206.7901611328125,72.28844451904297)
(192.36961364746094,68.96959686279297),(206.9840850830078,71.10736083984375)
(192.4563446044922,68.2944564819336),(207.1365966796875,69.92023468017578)
(192.52780151367188,67.52897644042969),(207.24449157714844,68.78279876708984)
(192.61268615722656,66.53258514404297),(207.32937622070312,67.78640747070312)
(192.69757080078125,65.53619384765625),(207.4142608642578,66.7900161743164)
(192.782470703125,64.53981018066406),(207.49916076660156,65.79363250732422)
(192.8673553466797,63.54341506958008),(207.58404541015625,64.7972412109375)
(192.95223999023438,62.54702377319336),(207.66893005371094,63.800846099853516)
(193.03713989257812,61.55063247680664),(207.7538299560547,62.8044548034668)
(193.1220245361328,60.55424118041992),(207.83871459960938,61.80806350708008)
(193.2069091796875,59.5578498840332),(207.92359924316406,60.81167221069336)
(193.24691772460938,58.94539260864258),(208.00344848632812,59.57612609863281)
(193.25929260253906,58.347877502441406),(208.02928161621094,58.328330993652344)
(193.245361328125,57.750389099121094),(208.0001678466797,57.080604553222656)
(193.20509338378906,57.15409851074219),(207.91610717773438,55.83537292480469)
(193.13865661621094,56.560157775878906),(207.77735900878906,54.59505081176758)
(193.04612731933594,55.96971893310547),(207.5841064453125,53.362037658691406)
(192.92767333984375,55.3839225769043),(207.3367462158203,52.13872528076172)
(192.78355407714844,54.803916931152344),(207.03578186035156,50.92749786376953)
(192.61404418945312,54.230812072753906),(206.6818084716797,49.730690002441406)
(192.41944885253906,53.66572570800781),(206.27545166015625,48.55062484741211)
(192.2001953125,53.1097526550293),(205.8175506591797,47.389591217041016)
(191.95664978027344,52.5639762878418),(205.30897521972656,46.249847412109375)
(191.6893310546875,52.029449462890625),(204.750732421875,45.13359832763672)
(191.3987274169922,51.507205963134766),(204.1438751220703,44.043006896972656)
(191.08541870117188,50.998268127441406),(203.4895782470703,42.980194091796875)
(190.75001525878906,50.50361633300781),(202.78915405273438,41.94721221923828)
(190.3931427001953,50.02421569824219),(202.0438995361328,40.946075439453125)
(190.01551818847656,49.56098175048828),(201.2553253173828,39.97871398925781)
(189.61785888671875,49.11482620239258),(200.42489624023438,39.04701232910156)
(189.20095825195312,48.68661117553711),(199.5542755126953,38.15277099609375)
(188.76559448242188,48.27716064453125),(198.64512634277344,37.297725677490234)
(188.31263732910156,47.88728713989258),(197.69920349121094,36.483543395996094)
(187.8429412841797,47.51771926879883),(196.7183380126953,35.71178436279297)
(187.35745239257812,47.16919708251953),(195.70448303222656,34.98396301269531)
(186.8570556640625,46.842384338378906),(194.6595458984375,34.30147933959961)
(186.34278869628906,46.53791809082031),(193.58558654785156,33.66566467285156)
(185.8155975341797,46.256385803222656),(192.4846649169922,33.07774353027344)
(185.27651977539062,45.99834060668945),(191.35891723632812,32.53886795043945)
(184.72662353515625,45.7642707824707),(190.21055603027344,32.05006790161133)
(184.1669464111328,45.554649353027344),(189.0417938232422,31.6123104095459)
(183.3445587158203,45.2789306640625),(188.0164794921875,31.267290115356445)
(182.39590454101562,44.962615966796875),(187.0678253173828,30.95097541809082)
(181.44725036621094,44.64630889892578),(186.11917114257812,30.634668350219727)
(180.49859619140625,44.329994201660156),(185.17051696777344,30.3183536529541)
(179.54994201660156,44.01368713378906),(184.22186279296875,30.002046585083008)
(178.60128784179688,43.69737243652344),(183.27320861816406,29.685731887817383)
(177.65261840820312,43.38105773925781),(182.3245391845703,29.369417190551758)
(176.70396423339844,43.06475067138672),(181.37588500976562,29.053110122680664)
(175.76243591308594,42.75096130371094),(180.42279052734375,28.73546600341797)
(174.83450317382812,42.44367218017578),(179.4603271484375,28.416744232177734)
(173.9058074951172,42.13867950439453),(178.4970703125,28.100399017333984)
(172.97633361816406,41.83595657348633),(177.53302001953125,27.786415100097656)
(172.04615783691406,41.53555679321289),(176.56822204589844,27.474834442138672)
(171.115234375,41.2374267578125),(175.6026611328125,27.165611267089844)
(170.18356323242188,40.94158935546875),(174.63632202148438,26.858766555786133)
(169.2511749267578,40.64802169799805),(173.6692352294922,26.554277420043945)
(168.31805419921875,40.356781005859375),(172.70140075683594,26.252197265625)
(167.38424682617188,40.06783676147461),(171.7328338623047,25.952503204345703)
(166.44972229003906,39.781192779541016),(170.76353454589844,25.65519142150879)
(165.5144805908203,39.49684143066406),(169.7935028076172,25.360260009765625)
(164.5785675048828,39.214820861816406),(168.82275390625,25.067745208740234)
(163.6419219970703,38.935062408447266),(167.85125732421875,24.777578353881836)
(162.70462036132812,38.65763473510742),(166.8790740966797,24.489826202392578)
(161.76663208007812,38.382530212402344),(165.90618896484375,24.204486846923828)
(160.82797241210938,38.10972595214844),(164.93260192871094,23.92152976989746)
(159.88864135742188,37.83921813964844),(163.95831298828125,23.64095687866211)
(158.94862365722656,37.57103729248047),(162.98333740234375,23.362796783447266)
(158.00253295898438,37.30354690551758),(162.01107788085938,23.087905883789062)
(157.04006958007812,37.03215026855469),(161.04861450195312,22.816509246826172)
(157.12709045410156,37.047420501708984),(159.41769409179688,22.456119537353516)
(157.2860565185547,37.0621223449707),(157.71075439453125,22.298229217529297)
(157.4456024169922,37.056583404541016),(155.9975128173828,22.35774040222168)
(157.6031494140625,37.0308837890625),(154.3056182861328,22.633689880371094)
(157.75621032714844,36.985443115234375),(152.66229248046875,23.12164306640625)
(157.9022674560547,36.92098617553711),(151.09396362304688,23.813739776611328)
(158.03897094726562,36.838558197021484),(149.62588500976562,24.698841094970703)
(158.16415405273438,36.73948669433594),(148.2816925048828,25.762704849243164)
(158.27578735351562,36.6253547668457),(147.0830078125,26.988201141357422)
(158.37208557128906,36.49801254272461),(146.04917907714844,28.355607986450195)
(158.4514617919922,36.35950469970703),(145.19676208496094,29.842910766601562)
(158.51266479492188,36.21205520629883),(144.53953552246094,31.42616844177246)
(158.52224731445312,36.201107025146484),(144.10528564453125,32.99104690551758)
(158.42633056640625,36.69485855102539),(143.8561553955078,34.27345657348633)
